2310.06;Наставник у области геодетског инжењерства
2310.07;Наставник у области геонаука
2310.08;Наставник у области грађевинског инжењерства
2310.09;Наставник у области драмских и аудио-визуелних уметности
2310.1;Наставник у области економских наука
2310.11;Наставник у области електротехничког и рачунарског инжењерства
2310.12;Наставник у области индустријског инжењерства и инжењерског менаџмента
2310.13;Наставник у области инжењерства заштите животне средине
2310.14;Наставник у области историјских и археолошких наука
2310.15;Наставник у области културолошке науке и комуникологије
2310.16;Наставник у области ликовних уметности
2310.17;Наставник у области математичких наука
2310.18;Наставник у области машинског инжењерства
2310.19;Наставник у области медицинских наука
2310.2;Наставник у области менаџмента и бизниса
2310.21;Наставник у области металуршког инжењерства
2310.22;Наставник у области музике и извођачких уметности
2310.23;Наставник у области наука о заштити животне средине и заштите на раду
